ProductName,Description,Predicted productBrand,Predicted Color,Predicted Gender
Titan Purple OTS 3 Wells Men Black Analogue watch NL90105KL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: ChronographStrap style: Beige regular, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Men
Liberty Men Tan Sandals,A pair of tan comfort sandalsSynthetic upper with slip-on closureCushioned footbedPatterned rubber outsole,Liberty,nan,Men
Titan Neo Men Off White Analogue watch 1806SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case",Titan, White,Men
Abhishti Women Maroon Solid Straight Kurta,"Maroon solid straight kurta, has a V-neck, sleeveless, straight hem, and side slits",Abhishti, Maroon,Women
INCOLOR Women Brown Jewel Queen 04 Lipstick 3.7g,"What It Is?:INCOLOR Women Jewel Queen 04 Lipstick 3.7gColour Shade Name:BrownWhat It Does?:Incolor's Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply. The lipstick glides on easily to deliver an instant pop of colour. It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultra-pigmented lips.Features:Ultra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight creme-based formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamAbout The Brand:Established in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, high-quality makeup products at affordable prices. The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency.",INCOLOR, Pink,Women
Sonata Sleek Men Blue Analogue watch 7131SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata,Blue,Men
Senorita Women Tan Brown One Toe Flats,"A pair of beige one-toed flats, has regular styling, no back strap detailSynthetic leather upperCushioned footbedTextured and patterned outsole",Senorita, Brown,Women
Soumya Pink Long Door Curtains,Set content: Single Long Door curtainsColour: PinkPattern: Solid Long DoorLight blocking: RegularFitting: EyeletLining: Yes,Soumya, Pink,Unisex
Sonata Essentials Men White Analogue watch NL77084YM04,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid rectangular metal dialFeatures: Reset Time, Date ApertureStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
ROMEE Blue Set of 2 Self Design Square Cushion Covers,Set content: 2 Cushion Covers Colour: Blue Shape: Square Pattern: Self Design Closure: Zip,ROMEE,Blue,Unisex
Crunchy Fashion Women Silver-Plated Oxidised Adjustable Finger Ring,"Oxidised silver-plated adjustable finger ring, has intricate textured detailing",Crunchy Fashion, Silver,Women
ColorPlus Men Green Regular Fit Solid Regular Trousers,"Green solid mid-rise trousers, button closure, and 4 pockets",ColorPlus, Green,Men
Harvard Men Black Loafers,"A pair of round-toe black loafers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Harvard, Black,Men
CODE by Lifestyle Men Blue & Grey Regular Fit Checked Casual Shirt,"Blue and Grey checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Coolers Men Black Leather Fisherman Sandals,A pair of black fisherman sandalsLeather upper with slip-on closureCushioned footbedPatterned leather outsole,Coolers, Black,Men
TIMESMITH Women White Analogue Watch TSC-060,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Multi FunctionStrap style: Brown bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer",TIMESMITH, White,Women
ColorPlus Men Red Regular Fit Checked Casual Shirt,"Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus, Red,Men
CHUTPUT Girls Navy Blue & Pink Self-Design A-Line Dress with Beanie Cap,"Navy Blue, pink and white self-design knitted A-line dress with bow detail, has a square neck, sleeveless, flared hemComes with a matching beanie cap",CHUTPUT,Blue,Girls
Yuris Women Green & White Printed Straight Kurta,"Green and white printed straight kurta with lace detail, has a mandarin collar, three-quarter bell sleeves, straight hem, and side slits",Yuris, Green,Women
Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,"Blue medium wash 5-pocket mid-rise cropped jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Marks & Spencer Women Black Super Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,"Black dark wash 5-pocket mid-rise cropped jeans, clean look, light fade, button and zip closure and waistband with belt loops",Marks & Spencer, Black,Women
CODE Men Black Solid Super Slim-Fit Tuxedo Blazer,"Black single-breasted tuxedo style blazer, has a notched lapel with satin piping, single-breasted with double button closures, long sleeves, three pockets on the front, the double vented hem on the back",CODE by Lifestyle, Black,Men
Titan Raga Espana Women Brown Analogue watch NL95051KM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Brown bracelet style, metal strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer",Titan, Brown,Women
Sonata Men Navy Blue Bracelet Style Straps Analogue Watch 7133KM02,"Pack Contains: single watchDisplay: analogueMovement: quartzPower Source: batteryDial style: Navy blue solid round stainless steel dialFeatures: reset timeStrap Style: Silver toned and rose-gold toned, bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/manufacturer",Sonata,Blue,Men
Rajnandini Navy Blue & Beige Printed Unstitched Dress Material,Navy Blue and beige printed unstitched dress materialNavy Blue and beige printed kurta fabricBeige and navy printed bottom fabricNavy Blue and beige printed dupattaDisclaimer: Images are for referral purposes only. The actual product is unstitched.,Rajnandini,Blue,Women
Cherry Crumble Girls Pink & Yellow Striped Sweater,"Pink and Yellow striped sweater, has a round neck, long sleeves, and straight hem",Cherry Crumble, Yellow,Girls
You Got Plan B Boys Pack Of 3 Assorted Basic Briefs Marvel-ous Men - Boy Underwear,"Pack Of 3 Assorted Basic Briefs, each has a double-layered gusset mid-rise, outer-elastic",You Got Plan B,nan,Boys
Titan Workwear Men White Analogue watch NL1802SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, metal strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case",Titan, White,Men
Soumya White & Blue Single Long Door Curtain,Set content: Single Long Door curtainsColour: White and BluePattern: Floral Long DoorLight blocking: RegularFitting: EyeletLining: No,Soumya,Blue,Unisex
Veni Vidi Vici Women Maroon Solid Bardot Crop Top,"Maroon solid knitted bardot crop top with knot detail, has shoulder straps, and long sleeves",Veni Vidi Vici, Maroon,Women
ZHEIA Women Grey Solid Skinny Fit Jeggings,"Grey solid jeggings, has a button and zip fly closure, two rear pockets",ZHEIA, Grey,Women
Yuris Women Beige & Mustard Yellow Printed Flared Sharara,"A pair of beige and mustard yellow printed woven flared sharara, opaque, has a partially elasticated waistband, 1 pocket, and zip closure",Yuris, Red,Women
Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
ColorPlus Men Rust Red & Navy Blue Regular Fit Checked Casual Shirt,"Rust red and Navy Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus,Blue,Men
Soumya Multicoloured Single Door Curtain,Set content: Single Door curtainColour: MulticolouredPattern: Geometric DoorLight blocking: RegularFitting: EyeletLining: No,Soumya, Red,Unisex
Kraus Jeans Women Blue Skinny Fit Mid-Rise Ankle Length Stretchable Cropped Jeans K4050,"Blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Kraus Jeans,Blue,Women
CHUTPUT Girls Mustard Yellow & Green Solid A-Line Dress,"Mustard yellow and green solid knitted A-line dress with applique detail, has a tie-up neck, long sleeves, curved hem",CHUTPUT, Green,Girls
Chhabra 555 Green Checked Poly Georgette Saree,"Design Detail:Green checked saree, has an embroidered borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like",Chhabra 555, Green,Women
Soumya White & Green Single Long Door Curtain,Set content: Single Long Door curtainColour: White and GreenPattern: FloralLight blocking: RegularFitting: EyeletLining: No,Soumya, Green,Unisex
Flying Machine Grey Melange Striped Sweater,"Grey melange and navy striped sweater, has a round neck and long raglan sleeves",Flying Machine, Grey,Men
Veni Vidi Vici Women Rust Brown Solid Top,"Rust brown solid knitted regular top with cut out detail, has a high neck, sleeveless, and concealed zip closure",Veni Vidi Vici, Brown,Women
HOME DECOR INDIA Set of 4 Red & Gold-Toned Napkin Holders,Set Content: 4 Napkin HoldersColour: Red and gold-tonedMaterial: MetalPattern: Printed,HOME DECOR INDIA, Red,Unisex
Sonata Reloaded Men Black Analogue watch 7924SM10,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, Black,Men
Mali Fionna Women Silver-Toned Stone-Studded Adjustable Finger Ring, Silver-toned stone-studded flower-shaped adjustable finger ring ,Mali Fionna, Silver,Women
ColorPlus Men Beige Regular Fit Solid Regular Trousers,"Beige solid mid-rise trousers, button closure, and 4 pockets",ColorPlus, Beige,Men
Roadster Women Blue Boyfriend Fit Mid-Rise Clean Look Stretchable Jeans,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Sonata Men White Analogue Watch 77031SL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, CalendarStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
Besiva Women Pink Solid T-shirt with Shorts,"This two-piece set consists of T-shirt and shortsPink solid T-shirt, has a round neck, short sleevesPink solid shorts, has a drawstring closure",Besiva, Pink,Women
Soumya White & Blue Single Door Curtain,Set content: Single Door curtainColour: White and BluePattern: Geometric DoorLight blocking: RegularFitting: EyeletLining: No,Soumya,Blue,Unisex
CHUTPUT Kids Peach-Coloured Self-Design Sweater,"Peach-Coloured self-design sweater, has a V-neck, sleeveless, button closure, and straight hem",CHUTPUT, Red,Unisex Kids
Liberty Women Black Solid T-Strap Flats,"A pair of black open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole",Liberty, Black,Women
Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,"Black light wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Tokyo Talkies Women Black & White Checked Basic Jumpsuit with Belt,"Black and white checked basic jumpsuit, has a round neck, sleeveless, concealed zip closure, two pocketsComes with a belt",Tokyo Talkies, Black,Women
ROMEE Brown Set of 3 Self Design Square Cushion Covers,Set content: 3 Cushion Covers Colour: Brown Shape: Square Pattern: Self Design Closure: Zip,ROMEE, Brown,Unisex
DODO & MOA Pink,"Pink solid basic jumpsuit, has a off-shoulder, long sleeves",DODO & MOA, Pink,Women
LA LOFT Women Off-White Floral Printed Shirt Style Top,"Off-White and Blue printed woven shirt style  top, has a V-neck, short sleeves, and button closure",LA LOFT, White,Women
ROMEE Green Set of 2 Lime Green Square Woven Design Cushion Covers,Set content: 2 Cushion CoversColour: Lime GreenShape: SquarePattern: Woven designClosure: Zip,ROMEE, Green,Unisex
Vero Moda Grey Panelled Washed Slim Jeans,"A pair of grey 5-pocket low-rise panelled jeans, lightly washed, has a zip fly with a button closure and a waistband with belt loops",Vero Moda, Grey,Women
Titan Workwear Men Blue Analogue watch NL1805SL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, Calendar, Multi FunctionStrap style: Blue regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case",Titan,Blue,Men
CHUTPUT Kids Blue & White Self-Design Sweater,"Blue and White self-design sweater, has a round neck, long sleeves, button closure, and ribbed hem",CHUTPUT,Blue,Unisex Kids
CODE by Lifestyle Men Blue Slim Fit Printed Formal Shirt,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Flying Machine Navy Striped Sweater,"Navy and white striped sweater, has a mock collar with a short button placket and long sleeves",Flying Machine, Navy,Men
ColorPlus Men Yellow & White Tailored Fit Checked Casual Shirt,"Yellow and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus,Blue,Men
ColorPlus Men Blue Regular Fit Checked Casual Shirt,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus,Blue,Men
Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
Fastrack Fundamentals Women Blue Analogue watch NL68010SM02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Fastrack case",Fastrack,Blue,Women
Arrow Sport Navy & White Checked Reversible Jacket,"Navy blue and white checked reversible jacketNavy blue woven outer, has a mock collar, long sleeves, a full zip closure on the front, two pockets, a ribbed hemWhite checked inner, has a mock collar, long sleeves, a full zip closure on the front, two pockets, a ribbed hem",Arrow Sport, White,Men
Sonata Men White Leather Textured Straps Analogue Watch 7134YL02,"Pack Contains: single watchDisplay: analogueMovement: quartzPower Source: batteryDial style: white textured round stainless steel dialFeatures: reset time, date aperture Strap Style: Burgundy, croc textured, leather strap with a tangWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/manufacturer",Sonata, Red,Men
Levis Men Blue 511 Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, no fade, has a zip fly closure, and waistband with belt loops",Levis,Blue,Men
Titan Ceramics Men Black Analogue watch NL90089KD01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Reset TimeStrap style: Black bracelet style, stainless steel strap with a foldover and butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Men
Fastrack Metal Digitals Men Grey Analogue and Digital watch NL38034SL03,"Display: Analogue and DigitalMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Multi Function, Reset Time, LED BacklightStrap style: Black regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Grey,Men
Camey Girls White & Pink Printed Top with Trousers,"This clothing set consists of top and trousersWhite and pink printed top, has a round neck, short sleevesPink solid trousers, has a slip-on closure, 2 pockets",Camey, White,Girls
LA LOFT Black & Grey Self-Design Tunic,"Black and grey self-design Tunic, has a round neck, sleeveless, Lace Inserts detail, and button closure",LA LOFT, Black,Women
RICHARD PARKER by Pantaloons Men Blue & Off-White Slim Fit Printed Casual Shirt,"Blue and Off-white printed casual shirt, has a spread collar, long sleeves, button placket, and straight hem",RICHARD PARKER by Pantaloons,Blue,Men
Park Avenue Men Black Solid Regular-Fit Single-Breasted Blazer,"Black solid regular-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.",Park Avenue, Black,Men
Veni Vidi Vici Women Green Solid Fitted Crop Top,"Green solid knitted fitted crop top, has shoulder straps, sleeveless, and ruching detail with drawstring",Veni Vidi Vici, Green,Women
Red Tape Men Brown Leather Formal Derbys,"A pair of brown square-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured PVC outsole,Warranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
Red Tape Men Black Leather Semiformal Slip-Ons,"A pair of black round-toed semiformal slip-on shoes, has elasticated gussets on both sidesLeather upper, has a textured detailCushioned footbedTextured TPR outsoleWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
IMYOUNG Men Orange & Blue Slim Fit Checked Casual Shirt,"Orange and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",IMYOUNG,Blue,Men
Fastrack Loopholes Men Blue Analogue watch NL3124SM03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack,Blue,Men
Soumya Lime Green Solid Single Door Curtain,Set content: Single Door curtainColour: Lime greenPattern: SolidLight blocking: RegularFitting: EyeletLining: No,Soumya, Green,Unisex
Cherry Crumble Kids Blue & White Striped Hooded Sweater,"Blue, White and pink striped sweater, has a hood, long sleeves, 1 kangaroo pocket, and ribbed hem",Cherry Crumble,Blue,Unisex Kids
Titan Women Blue Analogue Watch 95062WD03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan,Blue,Women
Sonata Utsav Men White Analogue watch NL7954YM05,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
berrytree Unisex Green Solid Organic Cotton Polo Collar  Sustainable T-shirt,"Green solid Sustainable T-shirt, has a polo collar, and long sleeves",berrytree, Green,Unisex Kids
Red Tape Men Brown Leather Formal Derbys,"A pair of brown square-toed formal derbys, has central lace-upsLeather upper, has a textured detailCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
CODE by Lifestyle Men Lime Green Regular Fit Solid Formal Shirt,"Lime Green solid formal shirt, has a mandarin collar, long sleeves, button placket, and curved hem",CODE by Lifestyle, Green,Men
Soumya Beige Single Long Door Curtain,Set content: Single Long Door curtainColour: BeigePattern: AbstractLight blocking: RegularFitting: EyeletLining: No,Soumya, Beige,Unisex
CODE by Lifestyle Men Pink & White Regular Fit Checked Casual Shirt,"Pink and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle, White,Men
Flying Machine Navy & Red Striped Sweater,"Navy and red striped sweater, has a V-neck and long sleeves",Flying Machine,Blue,Men
Titan Octane Men Grey Analogue watch 90109KP01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, Calendar, Multi FunctionStrap style: Grey regular, silicon strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Grey,Men
Sergio Tacchini Men Red Sneakers,"A pair of round-toe red sneakers, has regular styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Sergio Tacchini, Red,Men
ColorPlus Men Blue Tailored Fit Printed Formal Shirt,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",ColorPlus,Blue,Men
Roadster Men Blue Skinny Fit Low-Rise Low Distress Stretchable Jeans,"Blue light wash 5-pocket low-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
Miss Chase Women Blue Slim Fit High-Rise Clean Look Jeans,"Blue medium wash 5-pocket high-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Miss Chase,Blue,Women
trueBrowns Women Beige Woven Design A-Line Kurta,"Beige woven design A-line kurta, has a V-neck, three-quarter sleeves, flared hem, and front slit",trueBrowns, Brown,Women
CODE by Lifestyle Men Navy Blue Slim Fit Printed Formal Shirt,"Navy Blue printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Shaily Yellow Embroidered Pure Crepe Saree,"Design Detail:Yellow embroidered saree and has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Crepe fabric features a granular surface due to the type of yarn it is woven with. It has a flowy drape and has a shiny appearance.",Shaily, Red,Women
Roadster Men Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Black medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
Roadster Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Black,Women
Soumya Multicoloured Single Long Door Curtain,Set content: Single Long Door curtainColour: MulticolouredPattern: GeometricLight blocking: RegularFitting: EyeletLining: No,Soumya, Red,Unisex
Soumya Blue Single Long Door Curtain,Set content: Single long door curtainColour: BluePattern: SolidLight blocking: RegularFitting: EyeletLining: No,Soumya,Blue,Unisex
Roadster Women Charcoal Grey Skinny Fit High-Rise Clean Look Stretchable Jeans,"Charcoal grey medium wash 5-pocket High-Rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Grey,Women
Respiro Men Brown Leather Formal Derbys,"A pair of brown pointed-toed formal derbys, has central lace-upsSynthetic leather upperCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 1 month against manufacturing defectsWarranty provided by brand/manufacturer.",Respiro, Brown,Men
Miss Chase Women Yellow Butterfly Print Top,"Yellow printed woven regular  top, has a keyhole neck, sleeveless, and button closure",Miss Chase, Yellow,Women
SPYKAR Women Navy Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Navy blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",SPYKAR,Blue,Women
Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
Sonata Sleek Men White Analogue watch 7128SL03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
Roadster Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Black,Women
ColorPlus Men Yellow & Blue Tailored Fit Checked Casual Shirt,"Yellow and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus,Blue,Men
Titan Men White Analogue Watch 90100WL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
Titan Neo Men White Analogue watch 1729SM04,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
Fastrack Loopholes Men Charcoal Analogue watch NL3169NM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black bracelet style, stainless steel strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Charcoal,Men
Veni Vidi Vici Women Olive Green Solid Fitted Crop Top,"Olive Green solid knitted fitted crop top with cut-out detail, has a scoop neck, long sleeves, and ruching detail with drawstring",Veni Vidi Vici, Green,Women
Marks & Spencer Women Black & White Slim Fit Printed Regular Cropped Trousers,"Black and white printed mid-rise knitted cropped trousers, has a waistband with belt loops, hook and bar closure, zip fly, and two pockets",AND, Black,Women
ColorPlus Men Green Regular Fit Solid Formal Trousers,"Green solid mid-rise trousers, button closure, and 4 pocketsDisclaimer: The stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt.",ColorPlus, Green,Men
Chhabra 555 Blue Poly Georgette Dyed Leheriya Saree,"Design Detail:Blue leheriya  dyed saree and has a zari border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Leheriya sarees originated from the state of Rajasthan, India. The cloth is tied and folded in such a manner that when opened post-dyeing, there is a striped pattern created on the cloth with color on every alternate stripe.Pattern Detail:Bandhani is an art that involves dyeing a fabric tied tightly with a thread at several points, producing a variety of patterns.",Chhabra 555,Blue,Women
Cottinfab Women Pink & Black Printed Layered Playsuit,"Pink and black printed layered playsuit with waist tie-ups, has a round neck, short sleeves, two pockets, concealed zip closure",Cottinfab, Red,Women
ROMEE Blue Set of 3 Geometric Square Cushion Covers,Set content: 3 Cushion Covers Colour: Blue Shape: Square Pattern: Geometric Closure: Zip,ROMEE,Blue,Unisex
Veni Vidi Vici Women Navy Blue Striped Fitted Crop Top,"Navy Blue and White striped knitted fitted crop top, has an v-neck, and short sleeves",Veni Vidi Vici,Blue,Women
Flying Machine Charcoal Grey Sweater,"Charcoal grey sweater with melange effect, has a V-neck and long sleeves with elbow patches",Flying Machine, Grey,Men
Soumya White & Green Printed Single Door Curtain,Set content: Single Door curtainsColour: Green and WhitePattern: Floral DoorLight blocking: RegularFitting: EyeletLining: No,Soumya, Green,Unisex
Fame Forever by Lifestyle Men Black Printed Polo Collar T-shirt,"Black and Grey printed T-shirt, has a polo collar, and short sleeves",Fame Forever by Lifestyle, Black,Men
ColorPlus Men Pink Tailored Fit Self Design Semiformal Shirt,"Pink self-design semiformal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",ColorPlus, Red,Men
Veni Vidi Vici Women Red Solid Fitted Crop Top,"Red solid knitted fitted crop top with cut-out detail, has a scoop neck, long sleeves, and ruching detail with drawstring",Veni Vidi Vici, Red,Women
Zoop Unisex Kids Grey Digital Watch 16007PP01,"Display: DigitalMovement: ElectronicPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Black regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case",Zoop, Grey,Unisex Kids
